row_id,coder,paper_title,paper_id,dependent_variable_main_theme,coded_dependent_variable,depedendent_variable,dependent_variable_measurement,dependent_variable_measurement_technique,independent_variable_main_theme,independent_variable_sub_theme,independent_variable,independent_variable_measurement,independent_variable_measurement_technique,effect_direction,effect_direction_full_context,significant,alpha_value,effect_size,effect_size_metric,effect_size_full_context,confidence_interval,sample_size,independent_variable_measurement_others,sample_size_full _context
r414,Danial,Multi-Modal Dialogue Policy Learning for Dynamic and Co-operative Goal Setting,A39,Theme 5: Behavioral and Interaction Patterns,Average reward,Average reward,SINGLE,survey,BEHAVIORAL,Communication_Style,Sentiment-based reward inclusion,SINGLE,observation,POSITIVE,,YES,0.05,NA,NA,,No,300,NA,
r415,Danial,Multi-Modal Dialogue Policy Learning for Dynamic and Co-operative Goal Setting,A39,Theme 3: Learning and Performance Outcomes,Success rate,Success rate,SINGLE,survey,BEHAVIORAL,Communication_Style,Persona-based reward inclusion,SINGLE,observation,POSITIVE,,YES,0.05,NA,NA,,No,300,NA,
r416,Danial,Multi-Modal Dialogue Policy Learning for Dynamic and Co-operative Goal Setting,A39,Theme 5: Behavioral and Interaction Patterns,Average dialogue length,Average dialogue length,SINGLE,survey,BEHAVIORAL,Communication_Style,Persona-based reward inclusion,SINGLE,observation,NEGATIVE,,YES,0.05,NA,NA,,No,300,NA,
r417,Danial,Multi-Modal Dialogue Policy Learning for Dynamic and Co-operative Goal Setting,A39,Theme 5: Behavioral and Interaction Patterns,Average reward,Average reward,SINGLE,survey,BEHAVIORAL,Communication_Style,Persona-based reward inclusion,SINGLE,observation,POSITIVE,,YES,0.05,NA,NA,,No,300,NA,
r418,Danial,Multi-Modal Dialogue Policy Learning for Dynamic and Co-operative Goal Setting,A39,Theme 1: User Experience and Satisfaction,User rating,User rating,SINGLE,survey,REPRESENTATIONAL,Visual_Appearance,Agent type (MM-UPPDPTR+PR+SR vs UPPDPTR+PR vs UPDPTR vs UDP vs HDRL-M),SINGLE,observation,POSITIVE,,NA,NA,NA,NA,,No,100,NA,
r419,Danial,Initiative transfer in conversational recommender systems,A44,Theme 5: Behavioral and Interaction Patterns,Number of interactions,Number of interactions,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Initial dialog mode (user-initiated vs system-initiated),SINGLE,observation,NEGATIVE,,YES,0.05,NA,NA,,No,143,NA,
r420,Danial,Initiative transfer in conversational recommender systems,A44,Theme 5: Behavioral and Interaction Patterns,Interaction duration,Interaction duration,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Initial dialog mode (user-initiated vs system-initiated),SINGLE,observation,NO EFFECT,,NO,0.05,NA,NA,,No,143,NA,
r421,Danial,Initiative transfer in conversational recommender systems,A44,Theme 7: Individual Differences as Moderators,Number of initiative transfers,Number of initiative transfers,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Initial dialog mode (user-initiated vs system-initiated),SINGLE,observation,NO EFFECT,,NO,0.05,NA,NA,,No,143,NA,
r422,Danial,Initiative transfer in conversational recommender systems,A44,Theme 5: Behavioral and Interaction Patterns,Interactions before first transfer,Interactions before first transfer,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Initial dialog mode (user-initiated vs system-initiated),SINGLE,observation,NO EFFECT,,NO,0.05,NA,NA,,No,56,NA,
r423,Danial,Initiative transfer in conversational recommender systems,A44,Theme 7: Individual Differences as Moderators,Duration before first transfer,Duration before first transfer,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Initial dialog mode (user-initiated vs system-initiated),SINGLE,observation,NO EFFECT,,NO,0.05,NA,NA,,No,56,NA,
r424,Danial,Initiative transfer in conversational recommender systems,A44,Theme 7: Individual Differences as Moderators,Initiative transfer occurrence,Initiative transfer occurrence,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Initial dialog mode (user-initiated vs system-initiated),SINGLE,observation,POSITIVE,,YES,0.001,NA,NA,,No,143,NA,
r425,Danial,Initiative transfer in conversational recommender systems,A44,Theme 7: Individual Differences as Moderators,Initiative transfer occurrence,Initiative transfer occurrence,SINGLE,survey,USER_MODERATOR,USER_MODERATOR,Initiative preference (user-initiative preference),MULTI,survey,POSITIVE,,YES,0.05,NA,NA,,No,73,NA,
r426,Danial,Initiative transfer in conversational recommender systems,A44,Theme 7: Individual Differences as Moderators,Initiative transfer occurrence,Initiative transfer occurrence,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Initiative preference (system-initiative preference),MULTI,survey,NEGATIVE,,YES,0.05,NA,NA,,No,73,NA,
r427,Danial,Initiative transfer in conversational recommender systems,A44,Theme 7: Individual Differences as Moderators,Initiative transfer occurrence,Initiative transfer occurrence,SINGLE,survey,BEHAVIORAL,Personality_Traits,Decision-making style (rationality),MULTI,survey,NO EFFECT,,NO,0.05,NA,NA,,No,143,NA,
r428,Danial,Initiative transfer in conversational recommender systems,A44,Theme 7: Individual Differences as Moderators,Initiative transfer occurrence,Initiative transfer occurrence,SINGLE,survey,BEHAVIORAL,Personality_Traits,Decision-making style (intuitiveness),MULTI,survey,NO EFFECT,,NO,0.05,NA,NA,,No,143,NA,
r429,Danial,Initiative transfer in conversational recommender systems,A44,Theme 7: Individual Differences as Moderators,Initiative transfer occurrence,Initiative transfer occurrence,SINGLE,survey,REPRESENTATIONAL,Demographics,Sense of positive agency,MULTI,survey,NO EFFECT,,NO,0.05,NA,NA,,No,143,NA,
r430,Danial,Initiative transfer in conversational recommender systems,A44,Theme 7: Individual Differences as Moderators,Initiative transfer occurrence,Initiative transfer occurrence,SINGLE,survey,REPRESENTATIONAL,Demographics,Sense of negative agency,MULTI,survey,NO EFFECT,,NO,0.05,NA,NA,,No,143,NA,
r431,Danial,Initiative transfer in conversational recommender systems,A44,Theme 1: User Experience and Satisfaction,UEQ-S supportive,UEQ-S supportive,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Initial dialog mode (user-initiated vs system-initiated),SINGLE,observation,NO EFFECT,,NO,0.05,NA,NA,,No,143,NA,
r432,Danial,Initiative transfer in conversational recommender systems,A44,Theme 1: User Experience and Satisfaction,UEQ-S easy,UEQ-S easy,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Initial dialog mode (user-initiated vs system-initiated),SINGLE,observation,NO EFFECT,,NO,0.05,NA,NA,,No,143,NA,
r433,Danial,Initiative transfer in conversational recommender systems,A44,Theme 1: User Experience and Satisfaction,UEQ-S efficient,UEQ-S efficient,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Initial dialog mode (user-initiated vs system-initiated),SINGLE,observation,NO EFFECT,,NO,0.05,NA,NA,,No,143,NA,
r434,Danial,Initiative transfer in conversational recommender systems,A44,Theme 1: User Experience and Satisfaction,UEQ-S clear,UEQ-S clear,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Initial dialog mode (user-initiated vs system-initiated),SINGLE,observation,NO EFFECT,,NO,0.05,NA,NA,,No,143,NA,
r435,Danial,Initiative transfer in conversational recommender systems,A44,Theme 1: User Experience and Satisfaction,UEQ-S exciting,UEQ-S exciting,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Initial dialog mode (user-initiated vs system-initiated),SINGLE,observation,NO EFFECT,,NO,0.05,NA,NA,,No,143,NA,
r436,Danial,Initiative transfer in conversational recommender systems,A44,Theme 1: User Experience and Satisfaction,UEQ-S interesting,UEQ-S interesting,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Initial dialog mode (user-initiated vs system-initiated),SINGLE,observation,NO EFFECT,,NO,0.05,NA,NA,,No,143,NA,
r437,Danial,Initiative transfer in conversational recommender systems,A44,Theme 1: User Experience and Satisfaction,UEQ-S inventive,UEQ-S inventive,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Initial dialog mode (user-initiated vs system-initiated),SINGLE,observation,NO EFFECT,,NO,0.05,NA,NA,,No,143,NA,
r438,Danial,Initiative transfer in conversational recommender systems,A44,Theme 1: User Experience and Satisfaction,UEQ-S leading edge,UEQ-S leading edge,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Initial dialog mode (user-initiated vs system-initiated),SINGLE,observation,NO EFFECT,,NO,0.05,NA,NA,,No,143,NA,
r439,Danial,Initiative transfer in conversational recommender systems,A44,Theme 3: Learning and Performance Outcomes,Recommend accuracy,Recommend accuracy,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Initial dialog mode (user-initiated vs system-initiated),SINGLE,observation,NO EFFECT,,NO,0.05,NA,NA,,No,143,NA,
r440,Danial,Initiative transfer in conversational recommender systems,A44,Theme 3: Learning and Performance Outcomes,Information sufficiency,Information sufficiency,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Initial dialog mode (user-initiated vs system-initiated),SINGLE,observation,NO EFFECT,,NO,0.05,NA,NA,,No,143,NA,
r441,Danial,Initiative transfer in conversational recommender systems,A44,Theme 1: User Experience and Satisfaction,Overall satisfaction,Overall satisfaction,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Initial dialog mode (user-initiated vs system-initiated),SINGLE,observation,NO EFFECT,,NO,0.05,NA,NA,,No,143,NA,
r442,Danial,Initiative transfer in conversational recommender systems,A44,Theme 5: Behavioral and Interaction Patterns,Interaction adequacy,Interaction adequacy,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Initial dialog mode (user-initiated vs system-initiated),SINGLE,observation,NO EFFECT,,NO,0.05,NA,NA,,No,143,NA,
r443,Danial,Initiative transfer in conversational recommender systems,A44,Theme 1: User Experience and Satisfaction,Perceived usefulness,Perceived usefulness,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Initial dialog mode (user-initiated vs system-initiated),SINGLE,observation,NO EFFECT,,NO,0.05,NA,NA,,No,143,NA,
r444,Danial,Initiative transfer in conversational recommender systems,A44,Theme 1: User Experience and Satisfaction,UEQ-S exciting,UEQ-S exciting,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Initiative transfer occurrence (transfer happened vs no transfer),SINGLE,observation,NEGATIVE,,YES,0.05,NA,NA,,No,143,NA,
r445,Danial,Initiative transfer in conversational recommender systems,A44,Theme 1: User Experience and Satisfaction,UEQ-S interesting,UEQ-S interesting,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Initiative transfer occurrence (transfer happened vs no transfer),SINGLE,observation,NEGATIVE,,YES,0.05,NA,NA,,No,143,NA,
r446,Danial,Initiative transfer in conversational recommender systems,A44,Theme 1: User Experience and Satisfaction,UEQ-S efficient,UEQ-S efficient,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Initial mode × Initiative transfer occurrence,MULTI,other,NO EFFECT,,YES,0.05,NA,NA,,No,143,Interaction effect between initial dialog mode (observation) and initiative transfer occurrence (observation),
r447,Danial,How large language model-powered conversational agents influence decision making in domestic medical triage contexts,A48,Theme 7: Individual Differences as Moderators,Weight of advice,Weight of advice,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Agent profile (rational vs empathic),SINGLE,observation,NO EFFECT,,YES,0.05,NA,NA,,NO,220,,
r448,Danial,How large language model-powered conversational agents influence decision making in domestic medical triage contexts,A48,Theme 7: Individual Differences as Moderators,Weight of advice,Weight of advice,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Initial confidence,SINGLE,survey,NEGATIVE,,YES,0.05,NA,NA,,NO,220,,
r449,Danial,How large language model-powered conversational agents influence decision making in domestic medical triage contexts,A48,Theme 3: Learning and Performance Outcomes,Triage accuracy,Triage accuracy,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Time point (pre vs post AI advice),SINGLE,observation,POSITIVE,,YES,0.05,0.33,ETA-SQUARED,,NO,245,,
r450,Danial,How large language model-powered conversational agents influence decision making in domestic medical triage contexts,A48,Theme 3: Learning and Performance Outcomes,Triage accuracy,Triage accuracy,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Agent profile (rational vs empathic),SINGLE,observation,NO EFFECT,,NO,0.05,NA,NA,,NO,245,,
r451,Danial,How large language model-powered conversational agents influence decision making in domestic medical triage contexts,A48,Theme 2: Trust and Credibility,Confidence rating,Confidence rating,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Time point (pre vs post AI advice),SINGLE,survey,POSITIVE,,YES,0.05,0.14,ETA-SQUARED,,NO,245,,
r452,Danial,How large language model-powered conversational agents influence decision making in domestic medical triage contexts,A48,Theme 2: Trust and Credibility,Confidence rating,Confidence rating,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Agent profile (rational vs empathic),SINGLE,observation,NO EFFECT,,NO,0.05,NA,NA,,NO,245,,
r453,Danial,How large language model-powered conversational agents influence decision making in domestic medical triage contexts,A48,Theme 3: Learning and Performance Outcomes,Change in decision (across triage levels),Change in decision (across triage levels),SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Agent profile (rational vs empathic),SINGLE,observation,NO EFFECT,,NO,0.05,1.09,ODDS RATIO,,NO,173,,
r454,Danial,How large language model-powered conversational agents influence decision making in domestic medical triage contexts,A48,Theme 3: Learning and Performance Outcomes,Change in decision (across triage levels),Change in decision (across triage levels),SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Initial confidence,SINGLE,survey,NEGATIVE,,NO,0.05,0.7,ODDS RATIO,,NO,173,,
r455,Danial,How large language model-powered conversational agents influence decision making in domestic medical triage contexts,A48,Theme 5: Behavioral and Interaction Patterns,Perceived rational behavior,Perceived rational behavior,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Agent profile (rational vs empathic),SINGLE,observation,POSITIVE,,YES,0.05,0.63,COHEN'S D,,NO,49,,
r456,Danial,How large language model-powered conversational agents influence decision making in domestic medical triage contexts,A48,Theme 4: Social Perception and Anthropomorphism,Perceived empathy,Perceived empathy,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Agent profile (rational vs empathic),SINGLE,observation,NO EFFECT,,NO,0.05,NA,NA,,NO,49,,
r457,Danial,How large language model-powered conversational agents influence decision making in domestic medical triage contexts,A48,Theme 1: User Experience and Satisfaction,Quality perception,Quality perception,MULTI,survey,BEHAVIORAL,Behavioral_Patterns,Agent profile (rational vs empathic),SINGLE,observation,NO EFFECT,,NO,0.05,NA,NA,,NO,49,,
r458,Danial,How large language model-powered conversational agents influence decision making in domestic medical triage contexts,A48,Theme 2: Trust and Credibility,Trust,Trust,MULTI,survey,BEHAVIORAL,Behavioral_Patterns,Agent profile (rational vs empathic),SINGLE,observation,NO EFFECT,,NO,0.05,NA,NA,,NO,49,,
r459,Danial,How large language model-powered conversational agents influence decision making in domestic medical triage contexts,A48,Theme 1: User Experience and Satisfaction,Satisfaction,Satisfaction,MULTI,survey,BEHAVIORAL,Behavioral_Patterns,Agent profile (rational vs empathic),SINGLE,observation,NO EFFECT,,NO,0.05,NA,NA,,NO,49,,
r460,Danial,Exploring the Effects of User-Agent and User-Designer Similarity in Virtual Human Design to Promote Mental Health Intentions for College Students,A58,Theme 6: Technology Acceptance and Adoption Intentions,Intention toward gratitude journaling (Normalized TPB Score),Intention toward gratitude journaling (Normalized TPB Score),SINGLE,survey,USER_MODERATOR,USER_MODERATOR,User-designer demographic similarity,MULTI,survey,NO EFFECT,,NO,0.05,NA,NA,,No,240,"Experimental groups: Explicit Legacy (n=78), Implicit Legacy (n=75), No Legacy/Control (n=87). Kruskal-Wallis test H(2)=1.06, p=0.59",
